Elapsed_Time_s,Impedance_Ohm
2026-06-11 12:34:51,132.2621
2026-06-11 12:34:52,132.3115
2026-06-11 12:34:53,132.3605
2026-06-11 12:34:54,132.4116
2026-06-11 12:34:55,132.1514
2026-06-11 12:34:56,132.1446
2026-06-11 12:34:57,132.1572
2026-06-11 12:34:58,132.1168
2026-06-11 12:34:59,132.1485
2026-06-11 12:35:00,132.2097
2026-06-11 12:35:01,132.243
2026-06-11 12:35:02,132.3124
2026-06-11 12:35:03,132.3776
2026-06-11 12:35:04,132.4093
2026-06-11 12:35:05,132.4745
2026-06-11 12:35:06,132.5058
2026-06-11 12:35:07,132.5236
2026-06-11 12:35:08,132.1698
2026-06-11 12:35:09,131.8973
2026-06-11 12:35:10,131.6741
2026-06-11 12:35:11,131.5891
2026-06-11 12:35:12,131.5974
2026-06-11 12:35:13,131.6444
2026-06-11 12:35:14,131.8223
2026-06-11 12:35:15,131.8771
2026-06-11 12:35:16,131.9104
2026-06-11 12:35:18,131.9927
2026-06-11 12:35:19,132.0587
2026-06-11 12:35:20,132.1509
2026-06-11 12:35:21,132.214
2026-06-11 12:35:22,132.3482
2026-06-11 12:35:23,132.3623
2026-06-11 12:35:24,132.492
2026-06-11 12:35:25,132.5318
2026-06-11 12:35:26,132.5749
2026-06-11 12:35:27,132.6552
2026-06-11 12:35:28,132.7446
2026-06-11 12:35:29,132.8202
2026-06-11 12:35:30,132.9498
2026-06-11 12:35:31,132.986
2026-06-11 12:35:32,133.0831
2026-06-11 12:35:33,133.1789
2026-06-11 12:35:34,133.3111
2026-06-11 12:35:35,133.3806
2026-06-11 12:35:36,133.4745
2026-06-11 12:35:37,133.5824
2026-06-11 12:35:38,133.6567
2026-06-11 12:35:39,133.3167
2026-06-11 12:35:40,133.3637
2026-06-11 12:35:41,133.4834
2026-06-11 12:35:42,133.5922
2026-06-11 12:35:43,133.7052
2026-06-11 12:35:44,133.7347
2026-06-11 12:35:45,133.8106
2026-06-11 12:35:46,133.9223
2026-06-11 12:35:47,134.0003
2026-06-11 12:35:48,134.09
2026-06-11 12:35:49,134.1788
2026-06-11 12:35:50,134.2729
2026-06-11 12:35:51,134.3322
2026-06-11 12:35:52,134.4379
2026-06-11 12:35:53,134.475
2026-06-11 12:35:54,134.6094
2026-06-11 12:35:55,134.6325
2026-06-11 12:35:56,134.7227
2026-06-11 12:35:57,134.8164
2026-06-11 12:35:58,134.8651
2026-06-11 12:35:59,134.9546
2026-06-11 12:36:00,135.0474
2026-06-11 12:36:01,135.1346
2026-06-11 12:36:02,135.2315
2026-06-11 12:36:03,135.328
2026-06-11 12:36:04,135.3869
2026-06-11 12:36:06,135.4834
2026-06-11 12:36:07,135.5653
2026-06-11 12:36:08,135.6406
2026-06-11 12:36:09,135.6725
2026-06-11 12:36:10,135.7896
2026-06-11 12:36:11,135.8454
2026-06-11 12:36:12,135.9761
2026-06-11 12:36:13,136.0455
2026-06-11 12:36:14,136.1156
2026-06-11 12:36:15,136.1975
2026-06-11 12:36:16,136.2937
2026-06-11 12:36:17,136.3469
2026-06-11 12:36:18,136.3716
2026-06-11 12:36:19,136.4381
2026-06-11 12:36:20,136.5125
2026-06-11 12:36:21,136.5606
2026-06-11 12:36:22,136.652
2026-06-11 12:36:23,136.7201
2026-06-11 12:36:24,136.8156
2026-06-11 12:36:25,136.9171
2026-06-11 12:36:26,136.9501
2026-06-11 12:36:27,137.0008
2026-06-11 12:36:28,137.0739
2026-06-11 12:36:29,137.1664
2026-06-11 12:36:30,137.217
2026-06-11 12:36:31,137.2867
2026-06-11 12:36:32,137.3384
2026-06-11 12:36:33,137.4283
2026-06-11 12:36:34,137.4046
2026-06-11 12:36:35,137.452
2026-06-11 12:36:36,137.3972
2026-06-11 12:36:37,137.4659
2026-06-11 12:36:38,137.3898
2026-06-11 12:36:39,137.2132
2026-06-11 12:36:40,137.2149
2026-06-11 12:36:41,137.2499
2026-06-11 12:36:42,137.3061
2026-06-11 12:36:43,137.3309
2026-06-11 12:36:44,137.3641
2026-06-11 12:36:45,137.4321
2026-06-11 12:36:46,137.4984
2026-06-11 12:36:47,137.5836
2026-06-11 12:36:48,137.5812
2026-06-11 12:36:49,137.6464
2026-06-11 12:36:50,137.6967
2026-06-11 12:36:51,137.8794
2026-06-11 12:36:52,138.0831
2026-06-11 12:36:54,138.3095
2026-06-11 12:36:55,138.5809
2026-06-11 12:36:56,138.7633
2026-06-11 12:36:57,138.9768
2026-06-11 12:36:58,139.183
2026-06-11 12:36:59,139.3133
2026-06-11 12:37:00,139.4997
2026-06-11 12:37:01,139.6468
2026-06-11 12:37:02,139.7846
2026-06-11 12:37:03,139.9358
2026-06-11 12:37:04,140.0654
2026-06-11 12:37:05,140.1839
2026-06-11 12:37:06,140.2884
2026-06-11 12:37:07,140.3172
2026-06-11 12:37:08,140.3701
2026-06-11 12:37:09,140.4419
2026-06-11 12:37:10,140.5452
2026-06-11 12:37:11,140.6555
2026-06-11 12:37:12,140.7487
2026-06-11 12:37:13,140.859
2026-06-11 12:37:14,140.93
2026-06-11 12:37:15,141.0396
2026-06-11 12:37:16,141.1423
2026-06-11 12:37:17,141.214
2026-06-11 12:37:18,141.2457
2026-06-11 12:37:19,141.3511
2026-06-11 12:37:20,141.4076
2026-06-11 12:37:21,141.4684
2026-06-11 12:37:22,141.5569
2026-06-11 12:37:23,141.6214
2026-06-11 12:37:24,141.705
2026-06-11 12:37:25,141.7029
2026-06-11 12:37:26,141.8359
2026-06-11 12:37:27,141.9386
2026-06-11 12:37:28,142.1363
2026-06-11 12:37:29,142.3905
2026-06-11 12:37:30,142.7794
2026-06-11 12:37:31,143.3556
2026-06-11 12:37:32,144.2115
2026-06-11 12:37:33,145.32
2026-06-11 12:37:34,146.7381
2026-06-11 12:37:35,148.7
2026-06-11 12:37:36,151.2069
2026-06-11 12:37:37,153.9597
2026-06-11 12:37:38,156.6104
2026-06-11 12:37:39,159.0997
2026-06-11 12:37:40,161.5238
2026-06-11 12:37:42,163.9427
2026-06-11 12:37:43,166.2857
2026-06-11 12:37:44,168.4953
2026-06-11 12:37:45,170.5607
2026-06-11 12:37:46,172.4848
2026-06-11 12:37:47,174.3193
2026-06-11 12:37:48,176.0268
2026-06-11 12:37:49,177.6899
2026-06-11 12:37:50,179.2862
2026-06-11 12:37:51,179.4354
2026-06-11 12:37:52,180.8101
2026-06-11 12:37:53,182.1759
2026-06-11 12:37:54,183.4979
2026-06-11 12:37:55,184.7612
2026-06-11 12:37:56,185.8793
2026-06-11 12:37:57,187.0003
2026-06-11 12:37:58,188.088
2026-06-11 12:37:59,189.0852
2026-06-11 12:38:00,190.1044
2026-06-11 12:38:01,191.028
2026-06-11 12:38:02,191.8806
2026-06-11 12:38:03,192.7857
2026-06-11 12:38:04,193.567
2026-06-11 12:38:05,194.3652
2026-06-11 12:38:06,195.0481
2026-06-11 12:38:07,195.7192
2026-06-11 12:38:08,196.3922
2026-06-11 12:38:09,197.0092
2026-06-11 12:38:10,197.5861
2026-06-11 12:38:11,198.1295
2026-06-11 12:38:12,198.6553
2026-06-11 12:38:13,199.0987
2026-06-11 12:38:14,199.5854
2026-06-11 12:38:15,200.0051
2026-06-11 12:38:16,200.3262
2026-06-11 12:38:17,200.4523
2026-06-11 12:38:18,200.3242
2026-06-11 12:38:19,199.9168
2026-06-11 12:38:20,199.2305
2026-06-11 12:38:21,198.25
2026-06-11 12:38:22,197.0678
2026-06-11 12:38:23,195.7753
2026-06-11 12:38:24,194.5628
2026-06-11 12:38:25,193.3613
2026-06-11 12:38:26,192.2461
2026-06-11 12:38:27,191.2167
2026-06-11 12:38:28,190.2599
2026-06-11 12:38:30,189.3701
2026-06-11 12:38:31,188.5545
2026-06-11 12:38:32,187.7804
2026-06-11 12:38:33,187.0655
2026-06-11 12:38:34,186.3703
2026-06-11 12:38:35,185.7546
2026-06-11 12:38:36,185.1921
2026-06-11 12:38:37,184.636
2026-06-11 12:38:38,184.1465
2026-06-11 12:38:39,183.6833
2026-06-11 12:38:40,183.2808
2026-06-11 12:38:41,182.8737
2026-06-11 12:38:42,182.4982
2026-06-11 12:38:43,182.1774
2026-06-11 12:38:44,181.884
2026-06-11 12:38:45,181.5573
2026-06-11 12:38:46,181.2432
2026-06-11 12:38:47,181.0448
2026-06-11 12:38:48,180.8097
2026-06-11 12:38:49,180.6101
2026-06-11 12:38:50,180.3875
2026-06-11 12:38:51,180.1525
2026-06-11 12:38:52,180.0363
2026-06-11 12:38:53,179.8825
2026-06-11 12:38:54,179.7143
2026-06-11 12:38:55,179.5811
2026-06-11 12:38:56,179.4477
2026-06-11 12:38:57,179.3578
2026-06-11 12:38:58,179.2569
2026-06-11 12:38:59,179.1612
2026-06-11 12:39:00,179.121
2026-06-11 12:39:01,179.0354
2026-06-11 12:39:02,178.8811
2026-06-11 12:39:03,178.6909
2026-06-11 12:39:04,178.2898
2026-06-11 12:39:05,177.7215
2026-06-11 12:39:06,176.9588
2026-06-11 12:39:07,175.9229
2026-06-11 12:39:08,174.6702
2026-06-11 12:39:09,173.1343
2026-06-11 12:39:10,171.5195
2026-06-11 12:39:11,169.7629
2026-06-11 12:39:12,167.7639
2026-06-11 12:39:13,166.0148
2026-06-11 12:39:14,164.4228
2026-06-11 12:39:15,162.9426
2026-06-11 12:39:16,161.6146
2026-06-11 12:39:18,160.3971
2026-06-11 12:39:19,159.2575
2026-06-11 12:39:20,158.1365
2026-06-11 12:39:21,157.0802
2026-06-11 12:39:22,155.9026
2026-06-11 12:39:23,154.7299
2026-06-11 12:39:24,153.5209
2026-06-11 12:39:25,152.4327
2026-06-11 12:39:26,151.393
2026-06-11 12:39:27,150.5706
2026-06-11 12:39:28,149.886
2026-06-11 12:39:29,149.2544
2026-06-11 12:39:30,148.6435
2026-06-11 12:39:31,148.1608
2026-06-11 12:39:32,147.7881
2026-06-11 12:39:33,147.3813
2026-06-11 12:39:34,147.0442
2026-06-11 12:39:35,146.7441
2026-06-11 12:39:36,146.4363
2026-06-11 12:39:37,146.1635
2026-06-11 12:39:38,145.9612
2026-06-11 12:39:39,145.7516
2026-06-11 12:39:40,145.5791
2026-06-11 12:39:41,145.3751
2026-06-11 12:39:42,145.2127
2026-06-11 12:39:43,145.1312
2026-06-11 12:39:44,144.7571
2026-06-11 12:39:45,144.607
2026-06-11 12:39:46,144.4704
2026-06-11 12:39:47,144.4324
2026-06-11 12:39:48,144.5505
2026-06-11 12:39:49,144.7135
2026-06-11 12:39:50,145.1208
2026-06-11 12:39:51,145.6587
2026-06-11 12:39:52,146.429
2026-06-11 12:39:53,147.5571
2026-06-11 12:39:54,148.9868
2026-06-11 12:39:55,150.8555
2026-06-11 12:39:56,153.3904
2026-06-11 12:39:57,156.292
2026-06-11 12:39:58,159.1346
2026-06-11 12:39:59,161.7681
2026-06-11 12:40:00,164.3175
2026-06-11 12:40:01,166.7867
2026-06-11 12:40:02,169.2214
2026-06-11 12:40:03,171.566
2026-06-11 12:40:04,173.7779
2026-06-11 12:40:06,175.8367
2026-06-11 12:40:07,177.8155
2026-06-11 12:40:08,179.6518
2026-06-11 12:40:09,181.4407
2026-06-11 12:40:10,183.1586
2026-06-11 12:40:11,184.7298
2026-06-11 12:40:12,186.2507
2026-06-11 12:40:13,187.707
2026-06-11 12:40:14,189.0388
2026-06-11 12:40:15,190.3748
2026-06-11 12:40:16,191.5995
2026-06-11 12:40:17,192.7102
2026-06-11 12:40:18,193.8381
2026-06-11 12:40:19,194.9077
2026-06-11 12:40:20,195.8841
2026-06-11 12:40:21,196.8419
2026-06-11 12:40:22,197.781
2026-06-11 12:40:23,198.6546
2026-06-11 12:40:24,199.438
2026-06-11 12:40:25,200.2464
2026-06-11 12:40:26,200.9343
2026-06-11 12:40:27,201.6271
2026-06-11 12:40:28,202.2834
2026-06-11 12:40:29,202.9134
2026-06-11 12:40:30,203.5268
2026-06-11 12:40:31,204.0828
2026-06-11 12:40:32,204.625
2026-06-11 12:40:33,205.0907
2026-06-11 12:40:34,205.5817
2026-06-11 12:40:35,206.0457
2026-06-11 12:40:36,206.3533
2026-06-11 12:40:37,206.5204
2026-06-11 12:40:38,206.4361
2026-06-11 12:40:39,206.0169
2026-06-11 12:40:40,205.2824
2026-06-11 12:40:41,204.2493
2026-06-11 12:40:42,203.0441
2026-06-11 12:40:43,201.7231
2026-06-11 12:40:44,200.4052
2026-06-11 12:40:45,199.0824
2026-06-11 12:40:46,197.9245
2026-06-11 12:40:47,196.7745
2026-06-11 12:40:48,195.7844
2026-06-11 12:40:49,194.8578
2026-06-11 12:40:50,193.985
2026-06-11 12:40:51,193.1599
2026-06-11 12:40:52,192.3897
2026-06-11 12:40:54,191.6733
2026-06-11 12:40:55,191.0174
2026-06-11 12:40:56,190.3986
2026-06-11 12:40:57,189.8812
2026-06-11 12:40:58,189.3748
2026-06-11 12:40:59,188.8894
2026-06-11 12:41:00,188.4151
2026-06-11 12:41:01,188.0134
2026-06-11 12:41:02,187.6188
2026-06-11 12:41:03,187.2422
2026-06-11 12:41:04,186.9488
2026-06-11 12:41:05,186.6394
2026-06-11 12:41:06,186.3555
2026-06-11 12:41:07,186.1253
2026-06-11 12:41:08,185.84
2026-06-11 12:41:09,185.6616
2026-06-11 12:41:10,185.4008
2026-06-11 12:41:11,185.2358
2026-06-11 12:41:12,185.0707
2026-06-11 12:41:13,184.8971
2026-06-11 12:41:14,184.7401
2026-06-11 12:41:15,184.6369
2026-06-11 12:41:16,184.5118
2026-06-11 12:41:17,184.3761
2026-06-11 12:41:18,184.2745
2026-06-11 12:41:19,184.2254
2026-06-11 12:41:20,184.147
2026-06-11 12:41:21,184.0396
2026-06-11 12:41:22,183.9231
2026-06-11 12:41:23,183.7559
2026-06-11 12:41:24,183.4006
2026-06-11 12:41:25,182.8946
2026-06-11 12:41:26,182.1974
2026-06-11 12:41:27,181.1712
2026-06-11 12:41:28,179.967
2026-06-11 12:41:29,178.4913
2026-06-11 12:41:30,176.8405
2026-06-11 12:41:31,175.1144
2026-06-11 12:41:32,173.3593
2026-06-11 12:41:33,171.6846
2026-06-11 12:41:34,170.0395
2026-06-11 12:41:35,168.5621
2026-06-11 12:41:36,167.1539
2026-06-11 12:41:37,165.837
2026-06-11 12:41:38,164.6021
2026-06-11 12:41:39,163.3793
2026-06-11 12:41:40,162.107
2026-06-11 12:41:42,160.7862
2026-06-11 12:41:43,159.4068
2026-06-11 12:41:44,158.0518
2026-06-11 12:41:45,156.8448
2026-06-11 12:41:46,155.8491
2026-06-11 12:41:47,154.9843
2026-06-11 12:41:48,154.2003
2026-06-11 12:41:49,153.5942
2026-06-11 12:41:50,152.9829
2026-06-11 12:41:51,152.4594
2026-06-11 12:41:52,151.9808
2026-06-11 12:41:53,151.5674
2026-06-11 12:41:54,151.188
2026-06-11 12:41:55,150.8795
2026-06-11 12:41:56,150.5671
2026-06-11 12:41:57,150.3146
2026-06-11 12:41:58,150.0881
2026-06-11 12:41:59,149.8356
2026-06-11 12:42:00,149.5964
2026-06-11 12:42:01,149.4617
2026-06-11 12:42:02,149.2707
2026-06-11 12:42:03,149.1532
2026-06-11 12:42:04,149.0169
2026-06-11 12:42:05,148.8848
2026-06-11 12:42:06,148.8177
2026-06-11 12:42:07,148.7993
2026-06-11 12:42:08,148.9319
2026-06-11 12:42:09,149.1703
2026-06-11 12:42:10,149.6139
2026-06-11 12:42:11,150.2787
2026-06-11 12:42:12,151.2803
2026-06-11 12:42:13,152.5112
2026-06-11 12:42:14,154.1168
2026-06-11 12:42:15,156.2659
2026-06-11 12:42:16,158.9077
2026-06-11 12:42:17,161.8105
2026-06-11 12:42:18,164.6918
2026-06-11 12:42:19,167.4549
2026-06-11 12:42:20,170.1752
2026-06-11 12:42:21,172.8007
2026-06-11 12:42:22,175.3527
2026-06-11 12:42:23,177.7554
2026-06-11 12:42:24,179.9975
2026-06-11 12:42:25,182.1309
2026-06-11 12:42:26,184.1353
2026-06-11 12:42:27,186.056
2026-06-11 12:42:28,187.827
2026-06-11 12:42:30,189.5574
2026-06-11 12:42:31,191.2106
2026-06-11 12:42:32,192.8035
2026-06-11 12:42:33,194.2818
2026-06-11 12:42:34,195.7004
2026-06-11 12:42:35,197.0784
2026-06-11 12:42:36,198.3173
2026-06-11 12:42:37,199.5085
2026-06-11 12:42:38,200.6475
2026-06-11 12:42:39,201.8234
2026-06-11 12:42:40,202.8299
2026-06-11 12:42:41,203.8149
2026-06-11 12:42:42,204.7254
2026-06-11 12:42:43,205.6394
2026-06-11 12:42:44,206.4745
2026-06-11 12:42:45,207.2737
2026-06-11 12:42:46,208.0228
2026-06-11 12:42:47,208.7138
2026-06-11 12:42:48,209.3712
2026-06-11 12:42:49,210.0337
2026-06-11 12:42:50,210.6538
2026-06-11 12:42:51,211.1962
2026-06-11 12:42:52,211.7763
2026-06-11 12:42:53,212.2852
2026-06-11 12:42:54,212.7565
2026-06-11 12:42:55,213.0553
2026-06-11 12:42:56,213.1778
2026-06-11 12:42:57,212.965
2026-06-11 12:42:58,212.4422
2026-06-11 12:42:59,211.5728
2026-06-11 12:43:00,210.3671
2026-06-11 12:43:01,209.1072
2026-06-11 12:43:02,207.651
2026-06-11 12:43:03,206.2848
2026-06-11 12:43:04,205.0143
2026-06-11 12:43:05,203.7612
2026-06-11 12:43:06,202.6223
2026-06-11 12:43:07,201.6346
2026-06-11 12:43:08,200.6694
2026-06-11 12:43:09,199.7747
2026-06-11 12:43:10,198.9739
2026-06-11 12:43:11,198.1836
2026-06-11 12:43:12,197.4642
2026-06-11 12:43:13,196.7981
2026-06-11 12:43:14,196.2107
2026-06-11 12:43:15,195.6764
2026-06-11 12:43:16,195.1159
2026-06-11 12:43:18,194.6487
2026-06-11 12:43:19,194.1856
2026-06-11 12:43:20,193.7692
2026-06-11 12:43:21,193.3923
2026-06-11 12:43:22,193.0558
2026-06-11 12:43:23,192.7336
2026-06-11 12:43:24,192.4326
2026-06-11 12:43:25,192.1804
2026-06-11 12:43:26,191.8883
2026-06-11 12:43:27,191.6323
2026-06-11 12:43:28,191.4505
2026-06-11 12:43:29,191.2679
2026-06-11 12:43:30,191.0791
2026-06-11 12:43:31,190.9053
2026-06-11 12:43:32,190.7261
2026-06-11 12:43:33,190.6324
2026-06-11 12:43:34,190.4872
2026-06-11 12:43:35,190.343
2026-06-11 12:43:36,190.222
2026-06-11 12:43:37,190.1715
2026-06-11 12:43:38,190.1471
2026-06-11 12:43:39,190.0439
2026-06-11 12:43:40,189.9169
2026-06-11 12:43:41,189.7882
2026-06-11 12:43:42,189.5029
2026-06-11 12:43:43,189.1042
2026-06-11 12:43:44,188.4424
2026-06-11 12:43:45,187.5376
2026-06-11 12:43:46,186.3319
2026-06-11 12:43:47,184.9088
2026-06-11 12:43:48,183.2866
2026-06-11 12:43:49,181.4946
2026-06-11 12:43:50,179.6571
2026-06-11 12:43:51,177.7781
2026-06-11 12:43:52,176.0301
2026-06-11 12:43:53,174.3373
2026-06-11 12:43:54,172.7948
2026-06-11 12:43:55,171.3688
2026-06-11 12:43:56,170.0137
2026-06-11 12:43:57,168.7359
2026-06-11 12:43:58,167.4258
2026-06-11 12:43:59,166.0034
2026-06-11 12:44:00,164.5641
2026-06-11 12:44:01,163.1486
2026-06-11 12:44:02,161.925
2026-06-11 12:44:03,160.915
2026-06-11 12:44:05,160.0088
2026-06-11 12:44:06,159.257
2026-06-11 12:44:07,158.5384
2026-06-11 12:44:08,157.905
2026-06-11 12:44:09,157.3853
2026-06-11 12:44:10,156.8654
2026-06-11 12:44:11,156.4317
2026-06-11 12:44:12,156.0114
2026-06-11 12:44:13,155.6824
2026-06-11 12:44:14,155.3618
2026-06-11 12:44:15,155.0872
2026-06-11 12:44:16,154.8369
2026-06-11 12:44:17,154.5762
2026-06-11 12:44:18,154.3382
2026-06-11 12:44:19,154.1782
2026-06-11 12:44:20,154.0049
2026-06-11 12:44:21,153.8204
2026-06-11 12:44:22,153.6931
2026-06-11 12:44:23,153.5817
2026-06-11 12:44:24,153.4429
2026-06-11 12:44:25,153.3508
2026-06-11 12:44:26,153.3328
2026-06-11 12:44:27,153.4595
2026-06-11 12:44:28,153.7487
2026-06-11 12:44:29,154.1423
2026-06-11 12:44:30,154.867
2026-06-11 12:44:31,155.7527
2026-06-11 12:44:32,157.003
2026-06-11 12:44:33,158.6084
2026-06-11 12:44:34,160.7584
2026-06-11 12:44:35,163.4413
2026-06-11 12:44:36,166.2679
2026-06-11 12:44:37,169.2692
2026-06-11 12:44:38,172.2251
2026-06-11 12:44:39,175.1101
2026-06-11 12:44:40,177.8573
2026-06-11 12:44:41,180.5099
2026-06-11 12:44:42,183.0667
2026-06-11 12:44:43,185.411
2026-06-11 12:44:44,187.6766
2026-06-11 12:44:45,189.8146
2026-06-11 12:44:46,191.8897
2026-06-11 12:44:47,193.7969
2026-06-11 12:44:48,195.6628
2026-06-11 12:44:49,197.4502
2026-06-11 12:44:50,199.0849
2026-06-11 12:44:51,198.7941
2026-06-11 12:44:52,200.2572
2026-06-11 12:44:54,201.6006
2026-06-11 12:44:55,202.9401
2026-06-11 12:44:56,204.1799
2026-06-11 12:44:57,205.3901
2026-06-11 12:44:58,206.4972
2026-06-11 12:44:59,207.5979
2026-06-11 12:45:00,208.599
2026-06-11 12:45:01,209.578
2026-06-11 12:45:02,210.547
2026-06-11 12:45:03,211.407
2026-06-11 12:45:04,212.2214
2026-06-11 12:45:05,212.9937
2026-06-11 12:45:06,213.7586
2026-06-11 12:45:07,214.4413
2026-06-11 12:45:08,215.0499
2026-06-11 12:45:09,215.7342
2026-06-11 12:45:10,216.3079
2026-06-11 12:45:11,216.8758
2026-06-11 12:45:12,217.4314
2026-06-11 12:45:13,217.9495
2026-06-11 12:45:14,218.4186
2026-06-11 12:45:15,218.6756
2026-06-11 12:45:16,218.7607
2026-06-11 12:45:17,218.4867
2026-06-11 12:45:18,217.8902
2026-06-11 12:45:19,216.9654
2026-06-11 12:45:20,215.7454
2026-06-11 12:45:21,214.3336
2026-06-11 12:45:22,212.8273
2026-06-11 12:45:23,211.3832
2026-06-11 12:45:24,209.9744
2026-06-11 12:45:25,208.7253
2026-06-11 12:45:26,207.5124
2026-06-11 12:45:27,206.4531
2026-06-11 12:45:28,205.416
2026-06-11 12:45:29,204.5184
2026-06-11 12:45:30,203.6461
2026-06-11 12:45:31,202.8178
2026-06-11 12:45:32,202.0673
2026-06-11 12:45:33,201.4214
2026-06-11 12:45:34,200.8315
2026-06-11 12:45:35,200.2293
2026-06-11 12:45:36,199.7063
2026-06-11 12:45:37,199.1773
2026-06-11 12:45:38,198.7513
2026-06-11 12:45:39,198.3192
2026-06-11 12:45:41,197.9384
2026-06-11 12:45:42,197.604
2026-06-11 12:45:43,197.2663
2026-06-11 12:45:44,196.948
2026-06-11 12:45:45,196.6812
2026-06-11 12:45:46,196.4379
2026-06-11 12:45:47,196.1626
2026-06-11 12:45:48,195.9791
2026-06-11 12:45:49,195.7995
2026-06-11 12:45:50,195.6061
2026-06-11 12:45:51,195.398
2026-06-11 12:45:52,195.2664
2026-06-11 12:45:53,195.1648
2026-06-11 12:45:54,195.0139
2026-06-11 12:45:55,194.9535
2026-06-11 12:45:56,194.8277
2026-06-11 12:45:57,194.7343
2026-06-11 12:45:58,194.6595
2026-06-11 12:45:59,194.5736
2026-06-11 12:46:00,194.4918
2026-06-11 12:46:01,194.3341
2026-06-11 12:46:02,194.0642
2026-06-11 12:46:03,193.6262
2026-06-11 12:46:04,192.965
2026-06-11 12:46:05,192.0316
2026-06-11 12:46:06,190.8497
2026-06-11 12:46:07,189.3738
2026-06-11 12:46:08,187.6759
2026-06-11 12:46:09,185.818
2026-06-11 12:46:10,183.9487
2026-06-11 12:46:11,181.9988
2026-06-11 12:46:12,180.1824
2026-06-11 12:46:13,178.4979
2026-06-11 12:46:14,176.9292
2026-06-11 12:46:15,175.449
2026-06-11 12:46:16,174.0076
2026-06-11 12:46:17,172.6356
2026-06-11 12:46:18,171.2083
2026-06-11 12:46:19,169.7635
2026-06-11 12:46:20,168.2653
2026-06-11 12:46:21,166.8584
2026-06-11 12:46:22,165.6401
2026-06-11 12:46:23,164.6028
2026-06-11 12:46:24,163.7165
2026-06-11 12:46:25,162.9135
2026-06-11 12:46:26,162.2224
2026-06-11 12:46:27,161.6034
2026-06-11 12:46:29,161.0811
2026-06-11 12:46:30,160.5838
2026-06-11 12:46:31,160.1279
2026-06-11 12:46:32,159.7511
2026-06-11 12:46:33,159.3643
2026-06-11 12:46:34,159.0433
2026-06-11 12:46:35,158.7742
2026-06-11 12:46:36,158.4892
2026-06-11 12:46:37,158.2509
2026-06-11 12:46:38,158.0179
2026-06-11 12:46:39,157.8291
2026-06-11 12:46:40,157.6346
2026-06-11 12:46:41,157.5242
2026-06-11 12:46:42,157.3513
